parameter,i,j,value
class,2050,1,0.86824083
class,2050,2,0.22919664
class,2050,3,0.8440535
class,2050,4,0.119738914
class,2050,5,0.11593629
class,2050,6,0.33896938
class,2050,7,0.90214896
class,2050,8,0.07719887
class,2050,9,0.1600749
class,2051,0,0.8930872
class,2051,1,0.10868378
class,2051,2,0.76726365
class,2051,3,0.9005606
class,2051,4,0.16945046
class,2051,5,0.92125493
class,2051,6,0.19316709
class,2051,7,0.056533832
class,2051,8,0.9002798
class,2051,9,0.9075813
class,2052,0,0.87766886
class,2052,1,0.9593822
class,2052,2,0.9199635
class,2052,3,0.15335527
class,2052,4,0.13576874
class,2052,5,0.95864815
class,2052,6,0.2831274
class,2052,7,0.09658742
class,2052,8,0.82428706
class,2052,9,0.9203662
class,2053,0,0.11734827
class,2053,1,0.9248543
class,2053,2,0.09382441
class,2053,3,0.8886015
class,2053,4,0.09504813
class,2053,5,0.88637507
class,2053,6,0.89519763
class,2053,7,0.88573146
class,2053,8,0.88889724
class,2053,9,0.11765244
class,2054,0,0.8067192
class,2054,1,0.14015329
class,2054,2,0.82573706
class,2054,3,0.16175288
class,2054,4,0.19406147
class,2054,5,0.8544865
class,2054,6,0.2642589
class,2054,7,0.0552448
class,2054,8,0.8216934
class,2054,9,0.7756713
class,2055,0,0.13582453
class,2055,1,0.9467763
class,2055,2,0.9135192
class,2055,3,0.9624967
class,2055,4,0.1041251
class,2055,5,0.9004263
class,2055,6,0.83784205
class,2055,7,0.07939341
class,2055,8,0.101767026
class,2055,9,0.857014
class,2056,0,0.8916874
class,2056,1,0.08705286
class,2056,2,0.28977573
class,2056,3,0.100191854
class,2056,4,0.8957329
class,2056,5,0.18305355
class,2056,6,0.87721175
class,2056,7,0.90510917
class,2056,8,0.052357696
class,2056,9,0.89119184
class,2057,0,0.93442076
class,2057,1,0.15397136
class,2057,2,0.1362872
class,2057,3,0.82726234
class,2057,4,0.37905774
class,2057,5,0.8733622
class,2057,6,0.89292735
class,2057,7,0.07757116
class,2057,8,0.3351088
class,2057,9,0.89077014
class,2058,0,0.9427672
class,2058,1,0.9187898
class,2058,2,0.9101559
class,2058,3,0.1938948
class,2058,4,0.80124474
class,2058,5,0.14621133
class,2058,6,0.90302825
class,2058,7,0.92250544
class,2058,8,0.25806227
class,2058,9,0.15503472
class,2059,0,0.8948915
class,2059,1,0.90714234
class,2059,2,0.88874596
class,2059,3,0.921197
class,2059,4,0.86763245
class,2059,5,0.929476
class,2059,6,0.09920157
class,2059,7,0.08105908
class,2059,8,0.15351312
class,2059,9,0.110399865
class,2060,0,0.07740723
class,2060,1,0.3262712
class,2060,2,0.9108803
class,2060,3,0.18103363
class,2060,4,0.8694087
class,2060,5,0.14503269
class,2060,6,0.21065223
class,2060,7,0.8681481
class,2060,8,0.24601853
class,2060,9,0.09348426
class,2061,0,0.07587793
class,2061,1,0.10730085
class,2061,2,0.27442876
class,2061,3,0.072243854
class,2061,4,0.21978685
class,2061,5,0.10903121
class,2061,6,0.86842036
class,2061,7,0.8882414
class,2061,8,0.1708915
class,2061,9,0.118486755
class,2062,0,0.8336428
class,2062,1,0.20342304
class,2062,2,0.8962704
class,2062,3,0.08408918
class,2062,4,0.17794472
class,2062,5,0.14698274
class,2062,6,0.09471788
class,2062,7,0.8556202
class,2062,8,0.8490103
class,2062,9,0.18906097
class,2063,0,0.08659418
class,2063,1,0.15798321
class,2063,2,0.8060047
class,2063,3,0.055881497
class,2063,4,0.86523634
class,2063,5,0.86864924
class,2063,6,0.15956575
class,2063,7,0.100296706
class,2063,8,0.8856779
class,2063,9,0.10133442
class,2064,0,0.07563566
class,2064,1,0.902377
class,2064,2,0.099587336
class,2064,3,0.9145379
class,2064,4,0.8504972
class,2064,5,0.08965807
class,2064,6,0.74118423
class,2064,7,0.8621849
class,2064,8,0.08048706
class,2064,9,0.45212907
class,2065,0,0.09364898
class,2065,1,0.9137668
class,2065,2,0.20551096
class,2065,3,0.9223211
class,2065,4,0.94389814
class,2065,5,0.9415957
class,2065,6,0.885269
class,2065,7,0.064863816
class,2065,8,0.9223475
class,2065,9,0.93480384
class,2066,0,0.89291227
class,2066,1,0.06138104
class,2066,2,0.08740826
class,2066,3,0.17587496
class,2066,4,0.8464442
class,2066,5,0.1200409
class,2066,6,0.18529181
class,2066,7,0.85069275
class,2066,8,0.1866727
class,2066,9,0.8753608
class,2067,0,0.88818365
class,2067,1,0.14466995
class,2067,2,0.16727968
class,2067,3,0.13460168
class,2067,4,0.13679092
class,2067,5,0.41389024
class,2067,6,0.30891287
class,2067,7,0.15112785
class,2067,8,0.8309755
class,2067,9,0.11709011
class,2068,0,0.09893446
class,2068,1,0.097549945
class,2068,2,0.80661774
class,2068,3,0.09954136
class,2068,4,0.23518658
class,2068,5,0.10169193
class,2068,6,0.1919134
class,2068,7,0.88076663
class,2068,8,0.14553818
class,2068,9,0.13064042
class,2069,0,0.90181047
class,2069,1,0.092866465
class,2069,2,0.8908337
class,2069,3,0.92582434
class,2069,4,0.40195224
class,2069,5,0.21640491
class,2069,6,0.39485207
class,2069,7,0.10020364
class,2069,8,0.9154745
class,2069,9,0.90871215
class,2070,0,0.082617626
class,2070,1,0.09903849
class,2070,2,0.071803056
class,2070,3,0.9224671
class,2070,4,0.8554998
class,2070,5,0.23646528
class,2070,6,0.6992326
class,2070,7,0.04488678
class,2070,8,0.8749492
class,2070,9,0.22827226
class,2071,0,0.15124422
class,2071,1,0.9258608
class,2071,2,0.94747627
class,2071,3,0.94636565
class,2071,4,0.96256834
class,2071,5,0.9587759
class,2071,6,0.17120343
class,2071,7,0.9056323
class,2071,8,0.9635875
class,2071,9,0.92570275
class,2072,0,0.9420731
class,2072,1,0.9461983
class,2072,2,0.18521383
class,2072,3,0.12218786
class,2072,4,0.89309573
class,2072,5,0.9217604
class,2072,6,0.9188612
class,2072,7,0.23419952
class,2072,8,0.88355756
class,2072,9,0.16309586
class,2073,0,0.1875064
class,2073,1,0.840878
class,2073,2,0.5933924
class,2073,3,0.9255357
class,2073,4,0.38502872
class,2073,5,0.28931463
class,2073,6,0.8012201
class,2073,7,0.11203993
class,2073,8,0.06259194
class,2073,9,0.9186845
class,2074,0,0.1255492
class,2074,1,0.0903107
class,2074,2,0.91972435
class,2074,3,0.07235884
class,2074,4,0.15225057
class,2074,5,0.43289945
class,2074,6,0.9340397
class,2074,7,0.866362
class,2074,8,0.9290403
class,2074,9,0.853996
class,2075,0,0.1197923
class,2075,1,0.77617615
class,2075,2,0.108316146
class,2075,3,0.15345085
class,2075,4,0.0993982
class,2075,5,0.09635296
class,2075,6,0.15784831
class,2075,7,0.84828347
class,2075,8,0.88747126
class,2075,9,0.8833198
class,2076,0,0.047638945
class,2076,1,0.16962762
class,2076,2,0.10744111
class,2076,3,0.81593055
class,2076,4,0.2399179
class,2076,5,0.89981
class,2076,6,0.86969155
class,2076,7,0.92823786
class,2076,8,0.8445413
class,2076,9,0.106304124
class,2077,0,0.16441508
class,2077,1,0.92480993
class,2077,2,0.6957654
class,2077,3,0.9382862
class,2077,4,0.08337089
class,2077,5,0.17432484
class,2077,6,0.82314074
class,2077,7,0.12615034
class,2077,8,0.1332528
class,2077,9,0.16599116
class,2078,0,0.385454
class,2078,1,0.07535688
class,2078,2,0.07632245
class,2078,3,0.85614485
class,2078,4,0.20822857
class,2078,5,0.61032426
class,2078,6,0.074156255
class,2078,7,0.12407932
class,2078,8,0.1848086
class,2078,9,0.88397735
class,2079,0,0.11504187
class,2079,1,0.90297365
class,2079,2,0.40169677
class,2079,3,0.09317691
class,2079,4,0.6991571
class,2079,5,0.13908699
class,2079,6,0.94851756
class,2079,7,0.9084998
class,2079,8,0.90926224
class,2079,9,0.1917322
class,2080,0,0.9247775
class,2080,1,0.1909649
class,2080,2,0.098335005
class,2080,3,0.13333909
class,2080,4,0.9419582
class,2080,5,0.86156654
class,2080,6,0.88700217
class,2080,7,0.10057703
class,2080,8,0.3230813
class,2080,9,0.8997423
class,2081,0,0.26903158
class,2081,1,0.10931009
class,2081,2,0.09688557
class,2081,3,0.08322185
class,2081,4,0.11721939
class,2081,5,0.069110096
class,2081,6,0.8485201
class,2081,7,0.8368486
class,2081,8,0.85379684
class,2081,9,0.8867362
class,2082,0,0.15963346
class,2082,1,0.91221267
class,2082,2,0.12891018
class,2082,3,0.14468908
class,2082,4,0.2005005
class,2082,5,0.2475067
class,2082,6,0.8419053
class,2082,7,0.92447937
class,2082,8,0.86173135
class,2082,9,0.15538116
class,2083,0,0.8720813
class,2083,1,0.91761094
class,2083,2,0.14897366
class,2083,3,0.92806536
class,2083,4,0.90618587
class,2083,5,0.95400995
class,2083,6,0.9182379
class,2083,7,0.1849139
class,2083,8,0.8865125
class,2083,9,0.087464154
class,2084,0,0.07734061
class,2084,1,0.9294545
class,2084,2,0.16241795
class,2084,3,0.07568398
class,2084,4,0.26080984
class,2084,5,0.9219063
class,2084,6,0.8562837
class,2084,7,0.16564323
class,2084,8,0.8963874
class,2084,9,0.077883646
class,2085,0,0.27651483
class,2085,1,0.8213989
class,2085,2,0.1357235
class,2085,3,0.87653816
class,2085,4,0.1144083
class,2085,5,0.30520982
class,2085,6,0.83139765
class,2085,7,0.1562157
class,2085,8,0.08434246
class,2085,9,0.90197843
class,2086,0,0.052417006
class,2086,1,0.9109842
class,2086,2,0.9151724
class,2086,3,0.90548784
class,2086,4,0.93256533
class,2086,5,0.95794535
class,2086,6,0.09563889
class,2086,7,0.9450488
class,2086,8,0.94333017
class,2086,9,0.84953207
class,2087,0,0.9193671
class,2087,1,0.9255516
class,2087,2,0.12057447
class,2087,3,0.080559425
class,2087,4,0.66271836
class,2087,5,0.9123639
class,2087,6,0.94275534
class,2087,7,0.89934176
class,2087,8,0.115551084
class,2087,9,0.3287109
class,2088,0,0.7342541
class,2088,1,0.074053004
class,2088,2,0.7798944
class,2088,3,0.891289
class,2088,4,0.6027871
class,2088,5,0.1233502
class,2088,6,0.36318997
class,2088,7,0.06961248
class,2088,8,0.090359785
class,2088,9,0.17719167
class,2089,0,0.93492126
class,2089,1,0.8878109
class,2089,2,0.8984012
class,2089,3,0.94596624
class,2089,4,0.8953294
class,2089,5,0.9288609
class,2089,6,0.15743446
class,2089,7,0.91597503
class,2089,8,0.08563413
class,2089,9,0.29622114
class,2090,0,0.05618432
class,2090,1,0.83027464
class,2090,2,0.20444858
class,2090,3,0.88634986
class,2090,4,0.15651725
class,2090,5,0.2699437
class,2090,6,0.840654
class,2090,7,0.9204191
class,2090,8,0.84370154
class,2090,9,0.17778003
class,2091,0,0.12596859
class,2091,1,0.9173701
class,2091,2,0.938171
class,2091,3,0.11755028
class,2091,4,0.92220384
class,2091,5,0.14600122
class,2091,6,0.9067148
class,2091,7,0.20574343
class,2091,8,0.9347534
class,2091,9,0.8632896
class,2092,0,0.11122636
class,2092,1,0.14394854
class,2092,2,0.16250129
class,2092,3,0.13220377
class,2092,4,0.49113113
class,2092,5,0.94296265
class,2092,6,0.8440585
class,2092,7,0.079682596
class,2092,8,0.89650446
class,2092,9,0.9026599
class,2093,0,0.11904753
class,2093,1,0.0796241
class,2093,2,0.13357805
class,2093,3,0.8947992
class,2093,4,0.45788777
class,2093,5,0.21824816
class,2093,6,0.3495446
class,2093,7,0.15607521
class,2093,8,0.1517264
class,2093,9,0.2026237
class,2094,0,0.9201061
class,2094,1,0.11005063
class,2094,2,0.9173088
class,2094,3,0.8828828
class,2094,4,0.23508601
class,2094,5,0.16290897
class,2094,6,0.12728481
class,2094,7,0.9211351
class,2094,8,0.90540296
class,2094,9,0.11522766
class,2095,0,0.09308041
class,2095,1,0.14283696
class,2095,2,0.8908336
class,2095,3,0.083288364
class,2095,4,0.91102636
class,2095,5,0.931112
class,2095,6,0.8381918
class,2095,7,0.20850222
class,2095,8,0.2502294
class,2095,9,0.8272674
class,2096,0,0.15467852
class,2096,1,0.07483222
class,2096,2,0.9143565
class,2096,3,0.91174066
class,2096,4,0.8593453
class,2096,5,0.9265253
class,2096,6,0.117079526
class,2096,7,0.93192977
class,2096,8,0.8049992
class,2096,9,0.0655569
class,2097,0,0.0821618
class,2097,1,0.73153144
class,2097,2,0.4475297
class,2097,3,0.91043353
class,2097,4,0.1335945
class,2097,5,0.59031165
class,2097,6,0.653358
class,2097,7,0.21876244
class,2097,8,0.1918792
class,2097,9,0.10396017
class,2098,0,0.044520512
class,2098,1,0.126293
class,2098,2,0.151007
class,2098,3,0.9376793
class,2098,4,0.90768015
class,2098,5,0.9281977
class,2098,6,0.87470335
class,2098,7,0.07476864
class,2098,8,0.91103065
class,2098,9,0.9223543
class,2099,0,0.8979855
class,2099,1,0.85746366
class,2099,2,0.24700248
class,2099,3,0.039951816
class,2099,4,0.2287573
class,2099,5,0.07346086
class,2099,6,0.15563005
class,2099,7,0.89688057
class,2099,8,0.7384104
class,2099,9,0.11706677
class,2100,0,0.13432035
class,2100,1,0.056587182
class,2100,2,0.17525126
class,2100,3,0.08675152
class,2100,4,0.8754646
class,2100,5,0.28566772
class,2100,6,0.1533268
class,2100,7,0.8338985
class,2100,8,0.09744433
class,2100,9,0.8181424
class,2101,0,0.8673253
class,2101,1,0.075621545
class,2101,2,0.860932
class,2101,3,0.8696367
class,2101,4,0.07868746
class,2101,5,0.85949063
class,2101,6,0.10734673
class,2101,7,0.847036
class,2101,8,0.9105259
class,2101,9,0.14147404
class,2102,0,0.09266214
class,2102,1,0.8630588
class,2102,2,0.2572451
class,2102,3,0.87060356
class,2102,4,0.77174705
class,2102,5,0.08185181
class,2102,6,0.32385436
class,2102,7,0.13606472
class,2102,8,0.11346867
class,2102,9,0.90105075
class,2103,0,0.91368437
class,2103,1,0.87667036
class,2103,2,0.22347516
class,2103,3,0.9273393
class,2103,4,0.9002102
class,2103,5,0.2463996
class,2103,6,0.1255673
class,2103,7,0.83440614
class,2103,8,0.16985981
class,2103,9,0.8987492
class,2104,0,0.9363643
class,2104,1,0.11220926
class,2104,2,0.19252652
class,2104,3,0.9102151
class,2104,4,0.7783538
class,2104,5,0.074319504
class,2104,6,0.84650075
class,2104,7,0.08349592
class,2104,8,0.9174857
class,2104,9,0.10339123
class,2105,0,0.11957114
class,2105,1,0.87724996
class,2105,2,0.1121715
class,2105,3,0.13411556
class,2105,4,0.89542466
class,2105,5,0.8481667
class,2105,6,0.27935824
class,2105,7,0.89082307
class,2105,8,0.1559531
class,2105,9,0.85073626
class,2106,0,0.1317368
class,2106,1,0.79670113
class,2106,2,0.4308968
class,2106,3,0.15344237
class,2106,4,0.8335986
class,2106,5,0.07968381
class,2106,6,0.25285932
class,2106,7,0.7921617
class,2106,8,0.07150056
class,2106,9,0.8907302
class,2107,0,0.06752946
class,2107,1,0.8594304
class,2107,2,0.85544753
class,2107,3,0.13748223
class,2107,4,0.42805108
class,2107,5,0.055820897
class,2107,6,0.10273001
class,2107,7,0.8541681
class,2107,8,0.80109245
class,2107,9,0.11009591
class,2108,0,0.9535149
class,2108,1,0.93269205
class,2108,2,0.92022157
class,2108,3,0.9343235
class,2108,4,0.9185345
class,2108,5,0.22037727
class,2108,6,0.14695373
class,2108,7,0.90519196
class,2108,8,0.91152835
class,2108,9,0.9234241
class,2109,0,0.093185686
class,2109,1,0.090263814
class,2109,2,0.4802035
class,2109,3,0.110064276
class,2109,4,0.77399206
class,2109,5,0.08063416
class,2109,6,0.2612166
class,2109,7,0.09350564
class,2109,8,0.87545615
class,2109,9,0.7853329
class,2110,0,0.89570564
class,2110,1,0.049091045
class,2110,2,0.9252796
class,2110,3,0.94935524
class,2110,4,0.93257606
class,2110,5,0.34652752
class,2110,6,0.11289056
class,2110,7,0.92005056
class,2110,8,0.9352139
class,2110,9,0.82379603
class,2111,0,0.11611074
class,2111,1,0.07760174
class,2111,2,0.86894053
class,2111,3,0.075557254
class,2111,4,0.2223664
class,2111,5,0.3442793
class,2111,6,0.13516891
class,2111,7,0.10629876
class,2111,8,0.8543413
class,2111,9,0.11725846
class,2112,0,0.1440943
class,2112,1,0.1325836
class,2112,2,0.17034794
class,2112,3,0.13642158
class,2112,4,0.16684523
class,2112,5,0.17771727
class,2112,6,0.27089232
class,2112,7,0.8473838
class,2112,8,0.8263571
class,2112,9,0.867322
class,2113,0,0.09340883
class,2113,1,0.24349238
class,2113,2,0.15603143
class,2113,3,0.09593126
class,2113,4,0.73257446
class,2113,5,0.8190681
class,2113,6,0.84993434
class,2113,7,0.912726
class,2113,8,0.27142966
class,2113,9,0.8872631
class,2114,0,0.9143969
class,2114,1,0.0988038
class,2114,2,0.11738597
class,2114,3,0.913174
class,2114,4,0.9516764
class,2114,5,0.13061708
class,2114,6,0.6512653
class,2114,7,0.8412257
class,2114,8,0.13910994
class,2114,9,0.45257798
class,2115,0,0.9024034
class,2115,1,0.09085941
class,2115,2,0.16373919
class,2115,3,0.08193234
class,2115,4,0.15564433
class,2115,5,0.13356668
class,2115,6,0.42278892
class,2115,7,0.08179558
class,2115,8,0.8424734
class,2115,9,0.2901
class,2116,0,0.8720696
class,2116,1,0.17618239
class,2116,2,0.73468316
class,2116,3,0.90866476
class,2116,4,0.32261443
class,2116,5,0.26575384
class,2116,6,0.6649427
class,2116,7,0.13739355
class,2116,8,0.25698203
class,2116,9,0.0505616
class,2117,0,0.058463085
class,2117,1,0.9283008
class,2117,2,0.121334225
class,2117,3,0.075659454
class,2117,4,0.14067355
class,2117,5,0.9310654
class,2117,6,0.112322085
class,2117,7,0.8137748
class,2117,8,0.8890907
class,2117,9,0.12037887
class,2118,0,0.0627777
class,2118,1,0.9137714
class,2118,2,0.19361296
class,2118,3,0.15920214
class,2118,4,0.8545514
class,2118,5,0.6032053
class,2118,6,0.87708926
class,2118,7,0.92993593
class,2118,8,0.14030397
class,2118,9,0.92985433
class,2119,0,0.92774254
class,2119,1,0.94910216
class,2119,2,0.9233676
class,2119,3,0.07984583
class,2119,4,0.11985601
class,2119,5,0.12714934
class,2119,6,0.9454597
class,2119,7,0.100527786
class,2119,8,0.9366909
class,2119,9,0.9025146
class,2120,0,0.9010929
class,2120,1,0.95479774
class,2120,2,0.9271904
class,2120,3,0.06224128
class,2120,4,0.16142525
class,2120,5,0.9473869
class,2120,6,0.9400581
class,2120,7,0.9311103
class,2120,8,0.90059507
class,2120,9,0.9172937
class,2121,0,0.12239841
class,2121,1,0.8685074
class,2121,2,0.91456777
class,2121,3,0.93992347
class,2121,4,0.90430313
class,2121,5,0.34456348
class,2121,6,0.8115322
class,2121,7,0.13434297
class,2121,8,0.097980194
class,2121,9,0.38430363
class,2122,0,0.10156594
class,2122,1,0.81829953
class,2122,2,0.7953221
class,2122,3,0.08277252
class,2122,4,0.7424351
class,2122,5,0.16287144
class,2122,6,0.14968635
class,2122,7,0.78730565
class,2122,8,0.048638158
class,2122,9,0.08295927
class,2123,0,0.9109943
class,2123,1,0.8978277
class,2123,2,0.18402822
class,2123,3,0.081769645
class,2123,4,0.29521486
class,2123,5,0.115875766
class,2123,6,0.89758056
class,2123,7,0.8721674
class,2123,8,0.78213775
class,2123,9,0.11402972
class,2124,0,0.8842401
class,2124,1,0.94439584
class,2124,2,0.15871035
class,2124,3,0.044061735
class,2124,4,0.21353857
class,2124,5,0.893665
class,2124,6,0.10293173
class,2124,7,0.83785087
class,2124,8,0.89643145
class,2124,9,0.30345857
class,2125,0,0.14205784
class,2125,1,0.7874456
class,2125,2,0.102383226
class,2125,3,0.88082755
class,2125,4,0.83538896
class,2125,5,0.062770136
class,2125,6,0.35916796
class,2125,7,0.17597356
class,2125,8,0.8600902
class,2125,9,0.8795273
class,2126,0,0.0822988
class,2126,1,0.055281874
class,2126,2,0.07025716
class,2126,3,0.12497865
class,2126,4,0.21990927
class,2126,5,0.8448083
class,2126,6,0.88463235
class,2126,7,0.07706701
class,2126,8,0.89606375
class,2126,9,0.8224852
class,2127,0,0.06576934
class,2127,1,0.92254823
class,2127,2,0.3327717
class,2127,3,0.10494715
class,2127,4,0.1246239
class,2127,5,0.92406327
class,2127,6,0.8660546
class,2127,7,0.8814346
class,2127,8,0.83221084
class,2127,9,0.7781437
class,2128,0,0.1584468
class,2128,1,0.87230736
class,2128,2,0.28242403
class,2128,3,0.92160314
class,2128,4,0.17184034
class,2128,5,0.11312428
class,2128,6,0.87217486
class,2128,7,0.076824844
class,2128,8,0.8277266
class,2128,9,0.9185616
class,2129,0,0.6720363
class,2129,1,0.89987516
class,2129,2,0.15814044
class,2129,3,0.9200341
class,2129,4,0.13601561
class,2129,5,0.86136156
class,2129,6,0.93117696
class,2129,7,0.07284805
class,2129,8,0.066778705
class,2129,9,0.88199323
class,2130,0,0.2577083
class,2130,1,0.8500581
class,2130,2,0.86061114
class,2130,3,0.06372646
class,2130,4,0.12699641
class,2130,5,0.26950958
class,2130,6,0.9055604
class,2130,7,0.919002
class,2130,8,0.10920277
class,2130,9,0.81039834
class,2131,0,0.899781
class,2131,1,0.9498959
class,2131,2,0.07116183
class,2131,3,0.94085956
class,2131,4,0.34393463
class,2131,5,0.8814602
class,2131,6,0.9344107
class,2131,7,0.8971743
class,2131,8,0.12748574
class,2131,9,0.9076887
class,2132,0,0.9379307
class,2132,1,0.95778954
class,2132,2,0.18149966
class,2132,3,0.07495486
class,2132,4,0.111503646
